"Object Number","Is Highlight","Is Public Domain","Object ID","Department","Object Name","Title","Culture","Period","Dynasty","Reign","Portfolio","Artist Role","Artist Prefix","Artist Display Name","Artist Display Bio","Artist Suffix","Artist Alpha Sort","Artist Nationality","Artist Begin Date","Artist End Date","Object Date","Object Begin Date","Object End Date","Medium","Dimensions","Credit Line","Geography Type","City","State","County","Country","Region","Subregion","Locale","Locus","Excavation","River","Classification","Rights and Reproduction","Link Resource","Metadata Date","Repository"
"64.60.1","False","True",325676,"Ancient Near Eastern Art","Vessel","Two-handled vessel with a pierced base","Sasanian","Sasanian","","","","","","","","","","","","","ca. 4th–5th century A.D.",300,500,"Glass, pale green","13.03 in. (33.1 cm)","Fletcher Fund, 1964","","","","","","Iran","","","","","","Glass-Vessels","","http://www.metmuseum.org/art/collection/search/325676","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"64.60.2","False","True",325677,"Ancient Near Eastern Art","Capital","Miniature capital","Iran","Neo-Assyrian","","","","","","","","","","","","","ca. 7th century B.C.",-700,-600,"Gold","1.1 x 0.98 x 0.35 in. (2.79 x 2.49 x 0.89 cm)","Fletcher Fund, 1964","","","","","","Iran","said to be from Ziwiye","","","","","Metalwork-Ornaments","","http://www.metmuseum.org/art/collection/search/325677","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
64.61,"False","True",325678,"Ancient Near Eastern Art","Vessel","Vessel","Proto-Elamite","Proto-Elamite","","","","","","","","","","","","","ca. 3000 B.C.",-3000,-3000,"Alabaster","4.37 x 4.53 x 7.17 in. (11.1 x 11.51 x 18.21 cm)","Harris Brisbane Dick Fund, 1964","","","","","","Southwestern Iran","","","","","","Stone-Vessels","","http://www.metmuseum.org/art/collection/search/325678","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"64.63a, b","False","True",325679,"Ancient Near Eastern Art","Roundel","Roundel","Elamite","Middle Elamite","","","","","","","","","","","","","ca. 1500–1100 B.C.",-1500,-1100,"Bronze, limestone","1.18 in. (3 cm)","Gift of Elsa Rabenou, 1964","","","","","","Southwestern Iran","","","","","","Metalwork-Ornaments","","http://www.metmuseum.org/art/collection/search/325679","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
64.64,"False","True",325680,"Ancient Near Eastern Art","Bead","Eye bead (?)","Babylonian","Neo-Babylonian","","","","","","","","","","","","","ca. 7th century B.C.",-700,-600,"Onyx","1.6 x 1.9 in. (4.06 x 4.83 cm)","Gift of John J. Slocum, 1964","","","","","","Mesopotamia","","","","","","Stone-Ornaments-Inscribed","","http://www.metmuseum.org/art/collection/search/325680","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
64.82,"False","True",325684,"Ancient Near Eastern Art","Stamp seal","Stamp seal","Iran","Iron Age","","","","","","","","","","","","","1st millennium B.C.",-1000,-1,"Ceramic","0.59 in. (1.5 cm)","Gift of Elsie Jane Holmes, 1964","","","","","","Northwestern Iran","","","","","","Ceramics-Stamp Seals","","http://www.metmuseum.org/art/collection/search/325684","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"64.98.1","False","True",325685,"Ancient Near Eastern Art","Stamp seal","Conoid stamp seal: king mastering two rearing lion-griffins, star and reversed crescent with sun-disc","Achaemenid","Achaemenid","","","","","","","","","","","","","ca. 6th–4th century B.C.",-600,-300,"Glass, green","1.06 in. (2.69 cm)","Gift of Mr. and Mrs. J. J. Klejman, 1964","","","","","","Iran","","","","","","Glass-Stamp Seals","","http://www.metmuseum.org/art/collection/search/325685","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"64.98.2","False","True",325686,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal","","Old Syrian","","","","","","","","","","","","","ca. 1720–1650 B.C.",-1720,-1650,"Jasper, red","5/8 x 3/8 in. (1.6 x 1 cm)","Gift of Mr. and Mrs. J. J. Klejman, 1964","","","","","","Syria","","","","","","Stone-Cylinder Seals","","http://www.metmuseum.org/art/collection/search/325686","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
64.99,"False","True",325687,"Ancient Near Eastern Art","Sculpture","Animal figure","Iran","Iron Age","","","","","","","","","","","","","1st millennium B.C.",-1000,-1,"Bronze","1.69 x 2.13 in. (4.29 x 5.41 cm)","Gift of Nuri Farhadi, 1964","","","","","","Northwestern Iran","","","","","","Metalwork-Sculpture","","http://www.metmuseum.org/art/collection/search/325687","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
64.130,"True","True",325688,"Ancient Near Eastern Art","Sculpture","Statuette of a female","Iran","Iron Age II","","","","","","","","","","","","","ca. early 1st millennium B.C.",-1000,-750,"Ceramic","H. 31.3 cm","Harris Brisbane Dick Fund, 1964","","","","","","Northwestern Iran, Caspian region","","","","","","Ceramics-Sculpture","","http://www.metmuseum.org/art/collection/search/325688","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
64.139,"False","True",325689,"Ancient Near Eastern Art","Peg","Peg (?)","Iran","Iron Age","","","","","","","","","","","","","1st millennium B.C.",-1000,-1,"Bronze","6.14 in. (15.6 cm)","Rogers Fund, 1964","","","","","","Iran, probably from Luristan","","","","","","Metalwork-Ornaments","","http://www.metmuseum.org/art/collection/search/325689","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
64.185,"False","True",325690,"Ancient Near Eastern Art","Bowl","Seven-cup offering bowl","","Middle Bronze Age","","","","","","","","","","","","","ca. 17th century B.C.",-1700,-1600,"Ceramic","H. 2 1/4 x Diam. 3 1/2 in. (5.7 x 8.8 cm)","Gift of Miriam Schaar Schloessinger, 1964","","","","","","Levant","Nahariya","","","","","Ceramics-Vessels","","http://www.metmuseum.org/art/collection/search/325690","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"64.222.1","False","True",325691,"Ancient Near Eastern Art","Inlays","Inlays for a silver plate in the form of a hare and a feline","Scythian","","","","","","","","","","","","","","ca. 7th century B.C.",-700,-600,"Gold","0.63 x 1.06 in. (1.6 x 2.69 cm)","Gift of Nasli Heeramaneck, 1964","","","","","","Iran","said to be from Ziwiye","","","","","Metalwork-Ornaments","","http://www.metmuseum.org/art/collection/search/325691","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"64.222.2","False","True",325692,"Ancient Near Eastern Art","Inlays","Inlays for a silver plate in the form of a hare and a feline","Scythian","","","","","","","","","","","","","","ca. 7th century B.C.",-700,-600,"Gold","7/16 x 7/8 in. (1.1 x 2.2 cm)","Gift of Nasli Heeramaneck, 1964","","","","","","Iran","said to be from Ziwiye","","","","","Metalwork-Ornaments","","http://www.metmuseum.org/art/collection/search/325692","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"64.257.1a, b","True","True",325693,"Ancient Near Eastern Art","Vessel","Vessel with six animal friezes","Iran","Iron Age II","","","","","","","","","","","","","ca. 10th–8th century B.C.",-1000,-700,"Bronze","H. 34.8 cm","Purchase, Joseph Pulitzer Bequest, 1964","","","","","","Northwestern Iran","","","","","","Metalwork-Vessels","","http://www.metmuseum.org/art/collection/search/325693","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"64.257.2","False","True",325694,"Ancient Near Eastern Art","Rhyton","Animal-headed rhyton","Iran","Iron Age","","","","","","","","","","","","","1st millennium B.C.",-1000,-1,"Ceramic","7.17 in. (18.21 cm)","Purchase, Joseph Pulitzer Bequest, 1964","","","","","","Northwestern Iran, Caspian region","","","","","","Ceramics-Vessels","","http://www.metmuseum.org/art/collection/search/325694","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
64.275,"False","True",325695,"Ancient Near Eastern Art","Rhyton","Rhyton in the shape of an ibex","Iran","Iron Age","","","","","","","","","","","","","ca. 500 B.C.",-500,-500,"Ceramic","H. 27.8 cm, W. 28.3 cm","Gift of Edward and Fay Safani, 1964","","","","","","Northwestern Iran","","","","","","Ceramics-Vessels","","http://www.metmuseum.org/art/collection/search/325695","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"64.286.1","False","True",325696,"Ancient Near Eastern Art","Jar","Jar","Hacilar","Middle Chalcolithic","","","","","","","","","","","","","ca. 5600–5400 B.C.",-5600,-5400,"Ceramic, paint","4.88 in. (12.4 cm)","Anonymous Gift, 1964","","","","","","Southwestern Anatolia","","","","","","Ceramics-Vessels","","http://www.metmuseum.org/art/collection/search/325696","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"64.286.2","False","True",325697,"Ancient Near Eastern Art","Jar","Jar","Hacilar","Early–Middle Chalcolithic","","","","","","","","","","","","","ca. 6000–5400 B.C.",-6000,-5400,"Ceramic","6.06 x 5.91 in. (15.39 x 15.01 cm)","Anonymous Gift, 1964","","","","","","Southwestern Anatolia","","","","","","Ceramics-Vessels","","http://www.metmuseum.org/art/collection/search/325697","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"64.286.3","False","True",325698,"Ancient Near Eastern Art","Vessel","Vessel","Hacilar","Middle Chalcolithic","","","","","","","","","","","","","ca. 5600–5400 B.C.",-5600,-5400,"Ceramic, paint","4.41 in. (11.2 cm)","Anonymous Gift, 1964","","","","","","Southwestern Anatolia","","","","","","Ceramics-Vessels","","http://www.metmuseum.org/art/collection/search/325698","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"64.286.4","False","True",325699,"Ancient Near Eastern Art","Vessel","Vessel","","Early–Middle Bronze Age","","","","","","","","","","","","","late 3rd–early 2nd millennium B.C.",-2300,-1700,"Ceramic","3.23 x 2.87 x 5.12 in. (8.2 x 7.29 x 13 cm)","Anonymous Gift, 1964","","","","","","Syria","","","","","","Ceramics-Vessels","","http://www.metmuseum.org/art/collection/search/325699","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"64.286.5","False","True",325700,"Ancient Near Eastern Art","Jar","Jar","Hacilar","Middle Chalcolithic","","","","","","","","","","","","","ca. 5600–5400 B.C.",-5600,-5400,"Ceramic, paint","6.1 in. (15.49 cm)","Anonymous Gift, 1964","","","","","","Southwestern Anatolia","","","","","","Ceramics-Vessels","","http://www.metmuseum.org/art/collection/search/325700","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"64.286.6","False","True",325701,"Ancient Near Eastern Art","Sculpture","Figurine","Hacilar","Neolithic","","","","","","","","","","","","","ca. mid-7th millennium B.C.",-6600,-6400,"Ceramic","2.44 x 3.09 x 2.22 in. (6.2 x 7.85 x 5.64 cm)","Anonymous Gift, 1964","","","","","","Southwestern Anatolia","","","","","","Ceramics-Sculpture","","http://www.metmuseum.org/art/collection/search/325701","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
64.298,"False","True",325703,"Ancient Near Eastern Art","Maces","Mace heads in the form of triple bulls' heads","Iran","Iron Age","","","","","","","","","","","","","late 2nd–early 1st millennium B.C.",-1600,-800,"Bronze","6.46 in. (16.41 cm)","Gift of Mr. and Mrs. J. J. Klejman, 1964","","","","","","Western Iran","","","","","","Metalwork-Implements","","http://www.metmuseum.org/art/collection/search/325703","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
65.4,"False","True",325704,"Ancient Near Eastern Art","Axe","Axe head","Scythian","","","","","","","","","","","","","","ca. 6th–5th century B.C.",-600,-400,"Silver, iron","4.17 x 9.41 in. (10.59 x 23.9 cm)","Purchase, H. Dunscombe Colt Gift, 1965","","","","","","Western Asia","","","","","","Metalwork-Implements","","http://www.metmuseum.org/art/collection/search/325704","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.5.1","False","True",325705,"Ancient Near Eastern Art","Vessel","Double vessel with pierced bases","Iran","","","","","","","","","","","","","","1st millennium B.C.",-1000,-1,"Ceramic","9.45 x 10.71 in. (24 x 27.2 cm)","Rogers Fund, 1965","","","","","","Northwestern Iran","","","","","","Ceramics-Vessels","","http://www.metmuseum.org/art/collection/search/325705","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.5.2a, b","False","True",325706,"Ancient Near Eastern Art","Vessel","Bird-shaped vessel","Iran","","","","","","","","","","","","","","1st millennium B.C.",-1000,-1,"Ceramic","9.17 x 4.92 x 6.77 in. (23.29 x 12.5 x 17.2 cm)","Rogers Fund, 1965","","","","","","Northwestern Iran","","","","","","Ceramics-Vessels","","http://www.metmuseum.org/art/collection/search/325706","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.5.3","False","True",325707,"Ancient Near Eastern Art","Vessel","Ram-shaped vessel","Parthian","Parthian","","","","","","","","","","","","","ca. 1st century B.C.–2nd century A.D. ",-100,200,"Ceramic","0.87 x 5.98 x 12.8 in. (2.21 x 15.19 x 32.51 cm)","Rogers Fund, 1965","","","","","","Northwestern Iran","","","","","","Ceramics-Vessels","","http://www.metmuseum.org/art/collection/search/325707","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
65.9,"False","True",325708,"Ancient Near Eastern Art","Disc","Disc plaque or boss","Iran","Iron Age","","","","","","","","","","","","","ca. 8th–7th century B.C.",-800,-600,"Bronze","1/4 x 2 3/8 in. (0.6 x 6 cm)","Gift of Nuri Farhadi, 1965","","","","","","Iran, probably from Luristan","","","","","","Metalwork-Ornaments","","http://www.metmuseum.org/art/collection/search/325708","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
65.10,"False","True",325709,"Ancient Near Eastern Art","Roundel","Roundel","Iran","Iron Age","","","","","","","","","","","","","1st millennium B.C. (?)",-1000,-1,"Bronze","5 1/2 in. (14 cm)","Gift of Habib Anavian, 1965","","","","","","Iran (?)","","","","","","Metalwork-Ornaments","","http://www.metmuseum.org/art/collection/search/325709","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.28a, b","True","True",325710,"Ancient Near Eastern Art","Sword and scabbard","Sword and scabbard","Sasanian","Sasanian","","","","","","","","","","","","","ca. 7th century A.D.",600,700,"Blade: iron; scabbard and hilt: gold over wood, garnets, glass-paste; guard: gilt-bronze","L. 39 1/2 in. (100.3 cm)","Rogers Fund, 1965","","","","","","Iran","","","","","","Metalwork-Implements","","http://www.metmuseum.org/art/collection/search/325710","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
65.32,"False","True",325711,"Ancient Near Eastern Art","Axe","Shaft-hole axe head with voluted blade","Elamite","Old Elamite","","","","","","","","","","","","","ca. late 3rd millennium B.C.",-2250,-2000,"Bronze","4.92 in. (12.5 cm)","Rogers Fund, 1965","","","","","","Southwestern Iran","","","","","","Metalwork-Implements","","http://www.metmuseum.org/art/collection/search/325711","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
65.35,"False","True",325712,"Ancient Near Eastern Art","Bowl","Bowl","","","","","","","","","","","","","","","ca. 1900–1450 B.C.",-1900,-1450,"Ceramic","4.33 in. (11 cm)","Gift of A. Mahboubian, 1965","","","","","","Northwestern Iran","","","","","","Ceramics-Vessels","","http://www.metmuseum.org/art/collection/search/325712","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
65.61,"False","True",325713,"Ancient Near Eastern Art","Jar","Spouted jar with geometric decoration","Iran","Iron Age II","","","","","","","","","","","","","ca. early 1st millennium B.C.",-1000,-750,"Ceramic, paint","7.87 in. (19.99 cm)","Rogers Fund, 1965","","","","","","Iran, probably from Luristan","","","","","","Ceramics-Vessels","","http://www.metmuseum.org/art/collection/search/325713","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
65.64,"False","True",325714,"Ancient Near Eastern Art","Sculpture","Bird standard","","Early Bronze Age","","","","","","","","","","","","","ca. mid-3rd millennium B.C.",-2500,-2500,"Copper alloy","5 x 8.19 x 3.35 in. (12.7 x 20.8 x 8.51 cm)","Purchase, Schimmel Foundation Inc. Gift, 1965","","","","","","Southeastern Iran","","","","","","Metalwork-Sculpture","","http://www.metmuseum.org/art/collection/search/325714","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
65.72,"False","True",325715,"Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet impressed with cylinder seal: deliveries of oxen","Neo-Sumerian","Ur III","","","","","","","","","","","","","ca. 2040 B.C.",-2040,-2040,"Clay","5.3 x 4.4 x 1.7 cm (2 1/8 x 1 3/4 x 5/8 in.)","Gift of Ancient Arts Gallery, in memory of Azeez Khayat, 1965","","","","","","Mesopotamia","Umma (modern Jokha) (?)","","","","","Clay-Tablets-Inscribed-Seal Impressions","","http://www.metmuseum.org/art/collection/search/325715","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
65.126,"False","True",325717,"Ancient Near Eastern Art","Sculpture","Head of a king","Sasanian","Sasanian","","","","","","","","","","","","","ca. 4th century",300,400,"Silver, mercury gilding","15 3/4 x 9 x 7 7/8 in. (40 x 22.9 x 20 cm)","Fletcher Fund, 1965","","","","","","Iran","","","","","","Metalwork-Sculpture","","http://www.metmuseum.org/art/collection/search/325717","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.135.2","False","True",325719,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal","Iran","Iron Age","","","","","","","","","","","","","1st millennium B.C.",-1000,-1,"Stone, gray","0.94 in. (2.39 cm)","Rogers Fund, 1965","","","","","","Northwestern Iran","","","","","","Stone-Cylinder Seals","","http://www.metmuseum.org/art/collection/search/325719","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.135.3","False","True",325720,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal","Achaemenid","Achaemenid","","","","","","","","","","","","","ca. 5th century B.C.",-500,-400,"Stone, white beige","0.79 in. (2.01 cm)","Rogers Fund, 1965","","","","","","Northwestern Iran","","","","","","Stone-Cylinder Seals","","http://www.metmuseum.org/art/collection/search/325720","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
65.144,"False","True",325721,"Ancient Near Eastern Art","Blade","Blade","Iran","Iron Age","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Bronze","0.83 x 7.48 in. (2.11 x 19 cm)","Gift of Jerome M. Eisenberg, 1965","","","","","","Northwestern Iran","","","","","","Metalwork-Implements","","http://www.metmuseum.org/art/collection/search/325721","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.145.1","False","True",325722,"Ancient Near Eastern Art","Axe","Axe head","Elamite","Old Elamite","","","","","","","","","","","","","ca. early 2nd millennium B.C.",-2000,-1000,"Bronze","4.13 x 5 in. (10.49 x 12.7 cm)","Gift of Farhadi & Anvian Co., 1965","","","","","","Southwestern Iran","","","","","","Metalwork-Implements","","http://www.metmuseum.org/art/collection/search/325722","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.145.2","False","True",325723,"Ancient Near Eastern Art","Pendant","Figurine pendant","Iran","Iron Age","","","","","","","","","","","","","1st millennium B.C.",-1000,-1,"Bronze","2.99 x 2.17 in. (7.59 x 5.51 cm)","Gift of Farhadi & Anvian Co., 1965","","","","","","Northwestern Iran","","","","","","Metalwork-Ornaments","","http://www.metmuseum.org/art/collection/search/325723","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.162.1","False","True",325724,"Ancient Near Eastern Art","Appliqué","Appliqué with recumbent hares","Scythian","","","","","","","","","","","","","","ca. 7th–6th century B.C.",-700,-500,"Gold","0.31 x 0.47 in. (0.79 x 1.19 cm)","Rogers Fund, 1965","","","","","","Eurasian steppes, Dniepr region","","","","","","Metalwork-Ornaments","","http://www.metmuseum.org/art/collection/search/325724","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.162.2","False","True",325725,"Ancient Near Eastern Art","Appliqué","Appliqué with recumbent hares","Scythian","","","","","","","","","","","","","","ca. 7th–6th century B.C.",-700,-500,"Gold","0.31 x 0.47 in. (0.79 x 1.19 cm)","Rogers Fund, 1965","","","","","","Eurasian steppes, Dniepr region","","","","","","Metalwork-Ornaments","","http://www.metmuseum.org/art/collection/search/325725","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.162.3","False","True",325726,"Ancient Near Eastern Art","Appliqué","Appliqué with recumbent hares","Scythian","","","","","","","","","","","","","","ca. 7th–6th century B.C.",-700,-500,"Gold","0.31 x 0.47 in. (0.79 x 1.19 cm)","Rogers Fund, 1965","","","","","","Eurasian steppes, Dniepr region","","","","","","Metalwork-Ornaments","","http://www.metmuseum.org/art/collection/search/325726","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.162.4","False","True",325727,"Ancient Near Eastern Art","Appliqué","Appliqué with fantastic creature","Scythian","","","","","","","","","","","","","","ca. 7th–6th century B.C.",-700,-500,"Gold","0.91 x 0.75 in. (2.31 x 1.91 cm)","Rogers Fund, 1965","","","","","","Eurasian steppes, Dniepr region","","","","","","Metalwork-Ornaments","","http://www.metmuseum.org/art/collection/search/325727","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.162.5","False","True",325728,"Ancient Near Eastern Art","Appliqué","Circular appliqué","Scythian","","","","","","","","","","","","","","ca. 7th–6th century B.C.",-700,-500,"Gold","13/16 in. (2.1 cm)","Rogers Fund, 1965","","","","","","Eurasian steppes, Dniepr region","","","","","","Metalwork-Ornaments","","http://www.metmuseum.org/art/collection/search/325728","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.85a–c","False","True",325729,"Ancient Near Eastern Art","Wall plaque","Wall plaque","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ceramic, glaze","9.69 x 3.66 in. (24.61 x 9.3 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ceramics","","http://www.metmuseum.org/art/collection/search/325729","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.3a–c","False","True",325730,"Ancient Near Eastern Art","Relief","Plaque fragments with a bearded male dignitary carrying a young goat","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","2.83 x 1.5 x 0.43 in. (7.19 x 3.81 x 1.09 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/325730","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.1a–c","False","True",325731,"Ancient Near Eastern Art","Furniture leg","Furniture leg (?) with a recumbent lion supporting a deity","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","H. 2 13/16 x W. 1 3/4 x D. 3 7/16 in. (7.2 x 4.5 x 8.7 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Sculpture","","http://www.metmuseum.org/art/collection/search/325731","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.2a, b","False","True",325732,"Ancient Near Eastern Art","Relief","Furniture plaque fragments carved in relief with a bearded male dignitary carrying a young goat","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","3.74 x 1.54 x 0.39 in. (9.5 x 3.91 x 0.99 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/325732","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.4a, b","False","True",325733,"Ancient Near Eastern Art","Relief","Plaque fragments with a bearded male dignitary carrying a young goat","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","3.5 x 1.3 x 0.43 in. (8.89 x 3.3 x 1.09 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/325733","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.5","False","True",325734,"Ancient Near Eastern Art","Cosmetic container","Cosmetic box fragment carved in relief with the head of a sphinx","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory, gold foil","1.46 x 1.18 x 0.43 in. (3.71 x 3 x 1.09 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Vessels","","http://www.metmuseum.org/art/collection/search/325734","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.6","False","True",325735,"Ancient Near Eastern Art","Sculpture","Lower half of a human head in the round","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","1.65 x 1.1 in. (4.19 x 2.79 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Sculpture","","http://www.metmuseum.org/art/collection/search/325735","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.7","False","True",325736,"Ancient Near Eastern Art","Sculpture","Male head","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","2.76 x 1.93 x 1.5 in. (7.01 x 4.9 x 3.81 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Sculpture","","http://www.metmuseum.org/art/collection/search/325736","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.8","False","True",325737,"Ancient Near Eastern Art","Relief","Furniture plaque carved in relief with warrior","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","1.3 x 2.52 x 0.31 in. (3.3 x 6.4 x 0.79 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/325737","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.9","False","True",325738,"Ancient Near Eastern Art","Relief","Plaque fragment","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","1.77 x 2.76 x 0.39 in. (4.5 x 7.01 x 0.99 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/325738","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.10","False","True",325739,"Ancient Near Eastern Art","Relief","Plaque with a seated, winged leonine monster  possibly with scorpion tail","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","1.34 x 1.89 x 0.25 in. (3.4 x 4.8 x 0.64 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/325739","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.11","False","True",325740,"Ancient Near Eastern Art","Relief","Plaque fragment","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","1.65 x 0.98 x 0.2 in. (4.19 x 2.49 x 0.51 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/325740","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
