Handle,Call number,Accession number,Creator,Title,Variant Titles,Place of origin,Publisher,"Date, created","Date, depicted","Date, key",Physical description,Materials,Language,Language of cataloging,Notes,Abstract,Associated Names,"Subject, topic","Subject, geographic","Subject, geographic code",Period/Style,Culture,Scale,Projection,Coordinates,Genre,Type of resource,Yale Collection,Original Repository,Access Restrictions,Rights,OrbisBibID,Orbis Barcode,Finding Aid,Related Exhibit or Resource,Classroom use,"Part of, group","Note, extended",Handle,_Filename,Job Information,Gallery,Citation,Digital format,Donor,Vendor,Previous Call Number,Series,Fund Code,Price,Memoranda,Order Type,Date to Cataloging,Date returned to Beinecke,Monograph Titles,Monograph Volumes,Serial Titles,Serial Volumes,Ephemera,Manuscript items,Manuscript Linear Feet,Non-book format,Accession Material,Accession auto number,ISBN,ISSN,Item Permission ,Keywords,Studio Notes,"Subject, local",Digital Collection,Order Type,"Date, Created ISO",Other Dates,Tribe,Events,Placeholder,Content Type,"Coordinates, West bounding","Coordinates, East bounding","Coordinates, North bounding","Coordinates, South bounding","Subject, hierarchical geographic -- Country","Subject, hierarchical geographic -- State","Subject, hierarchical geographic -- County","Subject, hierarchical geographic -- City","Subject, hierarchical geographic -- City Section",Copyright Date,Purpose,Related Link,Funding source,EAD Snippet,Complex Hierarchy,MDfive Checksum,Breadcrumb trail,int Start Year,int End Year,Number of Scans,HYDRA - embed tag,HYDRA - embed tag note,FindIT View Type
http://hdl.handle.net/10079/digcoll/169875,Classics+ Oversize,OOY1515,"Galen. Methodus medendi (Selections, etc.)  Latin |Ḥunayn ibn Isḥāq al-ʻIbādī, 809?-873 |Ibn al-Jazzār |Israeli, Isaac, ca. 832-ca. 932 |John XXI, Pope, d. 1277 |Majūsī, ʻAlī ibn al-ʻAbbās, ",Omnia opera Ysaac ...: cum quibusdam aliis opusculis.  Liber de definitionibus.  Liber de elementis.  Liber dietarum universalium: cum commento Petri Hispani.  Liber dietarum particularium: cum commento ejusdem.  Liber de urinis cum commento ejusdem.  Lib,,,"Curavit ea imprimi Bartholomeus Trot in officina Johannis de Platea,",1515,,,ccxxvi l.; 33 cm. ccx l. ;,,Latin ,,"""Liber de oblivione a Constantino Africano editus"": pt. [2], leaves ccixr-ccxr.|Edited by Andrea Turini.|Microfilmed for preservation DNLM|The Pantegni and Viaticum here ascribed to Isaac are free Latin versions by Constantinus Africanus of the Kitāb al-Malikī of Alī ibn al-Abbās and the Zad al-musāfir of Ahmad ibn Ibrāhīm, called Ibn al-Jazzār, respectively.  The Liber de oculis is also a translation by Constantinus, of the Kitāb al-ashr makālāt fī'l-ain, of Hunain Ibn Ishāk, al-Ibādī.",,,"Eye--Early works to 1800 |Medicine |Medicine, Arab ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",1856324,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/1856324,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1515-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/171705,Classics,EPIP1518,"Arculanus, Johannes, fl. 1450 |Avicenna, 980-1037. Canonis |Champier, Symphorien, 1472?-ca. 1535 ",Expositio perutilis in primam Fen quarti canonis Avicennae / una cum adnotamentis ... Symphoriani Champerii.,,Lyons,J. Myt for V. de Portonariis,1518,,,188 leaves : t.p. in red with black woodcut device ; (fol.),,Latin ,,,,,"Medicine, Arab ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",1800223,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/1800223,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1518-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/172566,Classics,LTNP1519,"Abū al-Qāsim Khalaf ibn ʻAbbās al-Zahrāwī, d. 1013? ",Liber theoricae necnon practicae Alsaharavii ... qui vulgo Acararius dicitur ...,,Augustae Vindelicorum,Impensis Sigismundi Grimm & Marci Vuirsung,1519,,,"[6], clix, [i] l. ; 30 cm.",,Latin ,,,,,"Medicine, Arab |Medicine--Early works to 1800 ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",1809315,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/1809315,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1519-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/175416,Classics,AQAT1867,"Avicenna, 980-1037 ",al-Qānūn fī al-ṭibb...,Qānūn|القانون في الطب...|قانون.,Tehran,,1867,,,"[5],444p. ; 27 cm.",,Arabic ,,"His Canon of medicine, in Arabic; edited by ʻAbd al-Bākī Ṭabīb.",,,Lithographed ,,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",4770531,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/4770531,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1867-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/176333,Classics,MFAY1778,"Abū al-Qāsim Khalaf ibn ʻAbbās al-Zahrāwī, d. 1013? |Channing, John, d. 1775 ",De chirurgia.  Arabice et Latine. Tomus primus[-tertius] Cura Johannis Channing ...,Maqālah fī al-ʻamal bi-al-yad. Arabic & Latin,Oxonii,E Typographeo Clarendoniano,1778,,,2 v. in 1. : illus. ; 29 cm.,,Arabic |Latin ,,"""The first modern edition of the text, with a Latin translation ..."" - Spink, M. S. & Lewis, G. L.  Abulcasis on surgery and instruments, 1973, p. x.|Vol. 2 contains ""Tomus secundus"" and ""tertius.""  The latter has only half title.",,,Surgery--Early works to 1800 ,,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",1810149,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/1810149,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1778-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/167003,Galen R126 G4 C3Gbl,CGPA1531,"Galen |Guinter, Joannes, Andernacus, 1487-1574 ","Claudii Galeni Pergameni de anatomicis administrationibus libri nouem. De constitutione artis medicae liber. De Theriaco, ad Pisonem commentariolus. De pulsibus, as medicinae candidatos liber / per Ioan. Guinterium Andernacum latinitate iam recens donati.",De anatomicis administrationibus. Latin,Basileiae,apud Andr. Cratandrum,1531,,,"[4], 87 leaves ; 33 cm. (fol.).",,Latin ,,"Engraved title-page; initials.|MED,HSL Galen R126 G4 C3Gbl: Bound with his De compositione medicamentorvm ... 1530.",,,,,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",1866424,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/1866424,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1531-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/167789,Cushing S-3 (Persian),TRTS1712,"Ḥusaynī, Muḥammad Muʼmin, -1698, author |Kashmīrī, Muʼmin, active 1712, editor |حسىنى، محمد مؤمن، -1698 author |كشميري، مؤمن، active 1712، editor ","Tashkhīṣ-i rābiʻ dar tadāvā-yi sumūm min Tuḥfat al-muʼminīn lil-Tunukabūnī, [1712] / bi-khaṭṭ-i Mullā Muʼmin Kashmīrī.",Tuḥfat al-muʼminīn. Selections|تحفة المؤمنين. Selections|تشخىص رابع در تداواى سموم من تحفة المؤمنىن للتنکبونى، [1712] / بخط ملا مؤمن کشمىرى.,,,,,,1 volume ([232] pages) ; 24 cm,,Arabic ,,"13 x 23 cm ; written surface: 9.6 x 21 cm, 20 lines per page.|Colophon: ""Tammat tamām shud bi-ʻawn al-Malik al-Wahhāb Tuḥfat al-muʼmīn ḥasab-i al-farmūdah ... ʻAbd Allāh Bīk Kūtvāl bi-yad-i faqīr al-ḥaqīr al-ʻabd al-mudhnib Mullā Mūmin Kashmīrī al-rājī ilá raḥmat Allāh al-Bārī ... taḥrīr fī al-tārīkh nūzdahum Shaʻbān al-muʻaẓẓam sanat 24 [i.e. 1124] ...""|Colophon: ""تمت تمام شد بعون الملک الوهاب تحفة المؤمىن حسب الفرموده ... عبد الله بىک کوتوال بىد فقىر الحقىر العبد المذنب ملا مومن کشمىرى الراجى الى رحمت الله البارى ... تحرىر فى التارىخ نوزدهم شعبان المعظم سنت 24 [i.e. 1124] ...""|In good nastaʻlīq script; in black ink, on yellowish paper, with some markings in red; catchwords.|In Persian.|Incipit: ""Tashkhīṣ-i rābiʻ dar tadāvā-yi sumūm. Bismillāh al-Raḥmān al-Raḥīm. Mushtamil ast bar panj faṣl. Faṣl-i avval dar tadabbur-i taʼs̲īr-i sumūm va iḥtirāz-i ān, faṣl-i duvvum tadābīr-i mushtarikah-i sumūm, faṣl-i sivvum dar sumūm-i mashrūbah ...""|Incipit: ""تشخىص رابع در تداواى سموم. بسم الله الرحمن الرحىم. مشتمل است بر پنج فصل. فصل اول در تدبر تأثىر سموم و احتراز آن، فصل دوم تدابىر مشترکه سموم، فصل سوم در سموم مشروبه ...""|Leather binding.","Part 4 of Tuḥfat al-muʼminīn ""Prescious gift of the faithful"" (an encyclopedic work on medicine and materia medica) of Muḥammad Muʼmin al-Ḥusaynī al-Tunukābunī (d. 1698), a prominent physician in Azerbaijan, originally composed for the Ṣafavid Shāh Ṣafī II Sulaymān (reigned 1666-1694).  Part 4 (Tashkhīṣ-i rābiʻ) ""Tadāvā-yi sumūm"" is on poisons, their effects, how to avoid them, their remedies, kinds, etc. It was copied by Mullā Muʼmin Kashmīrī for ʻAbd Allāh Bīk Kūtvāl on 19 Shaʻbān 1124 (21 September, 1712) probably in Iran.","Ḥusaynī, Muḥammad Muʼmin,---1698 |حسيني، محمد مؤمن،---1698 ",Materia medica--Early works to 1800 |Persian manuscripts |Poisons--Early works to 1800 |Poisons--Safety measures--Early works to 1800 ,,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",11684395,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/11684395,,,,"Muḥammad Muʼmin al-Ḥusaynī, Tashkhīṣ-i rābiʻ dar tadāvā-yi sumūm min Tuḥfat al-muʼminīn lil-Tunukabūnī. General Collection, Medical/Historical Library, Yale University.",,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1712-00-00T00:00:00Z,,,,,Archives or Manuscripts ,,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/168030,Manuscript 28 vault,Paneth Codex New,"Bruno, da Longoburgo, ca. 1200-1286 |Constantine, the African, ca. 1020-1087 |Galen |Gherardo, da Cremona, 1113 or 14-1187 |Hippocrates |Macer, Floridus |Rhazes, 865-925 ",The Paneth codex : forty-six manuscripts written on vellum at Bologna ca. 1300 concerning classical and medieval medicine and surgery.,,"Bologna, Italy",,ca. 1300,,,[685] leaves : numerous color ill. ; 37 cm.,,Latin ,,"Incipits identified by Peter Murray Jones, 2003.|Includes selections from Galen, Hippocrates, Constantinus Africanus, Rhazes, Gerardus Cremonensis, Macer Floridus, Bruno Longoburgensis, et al.; for complete holdings, please see Faye, cited below.|Includes, in folded slip-case with the Codex, second copies of: Codex Fritz Paneth / Karl Sudhoff: Leipzig, 1929; Über eine alchemistische Handschrift / Fritz Paneth: Leipzig, 1929; and The Paneth Codex / Yale University. School of Medicine: New Haven, Conn, 1955.",,"Paneth, Fritz,--1887-1958--Ownership ","Codex Fritz Paneth |Medicine, Greek and Roman |Medicine, Medieval |Medicine--Manuscripts |Surgery, Medieval ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",4705153,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/4705153,,,,"Faye, C. and Bond, W. Supplement to the Census, 1962, pages 59-60, 28",,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1300-00-00T00:00:00Z,,,,,Archives or Manuscripts ,,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/169425,Manuscript Arabic 20,GWMT16xx,"Qumrī, Abū Manṣūr al-Ḥasan ibn Nūḥ, 11th cent |قمري، أبو منصور الحسن بن نوح، 11th cent ",Kitāb al-ghinw̄a-al-muná fī ʻilm al-ṭibb / taʾlīf Abī Manṣūr al-Ḥasan ibn Nūḥ al-Qumrī.,Ghinā wa-al-muná fī ʻilm al-ṭibb|غنا والمنى في علم الطب|كتاب الغنا والمنى في علم الطب / تأليف أبي منصور الحسن بن نوح القمري.,S.l.,s.n.,16--?,,,213 leaves ; 15.5x24 cm.,,Arabic ,,"""Tamma al-kitāb bi-ḥamd Allāh wa-ʻawnihi wa-tawfīqihi wa-mannih [...] al-khāmis min shahr Rabiʻ al-Ākhir min sanat sabʻ [...]""--Colophon.|Arabic.|Manuscript.|Year of copying illegible, probably beginning of 17th cent. In medium size naskh. The 213 fols. measure 15.5x24 cm.; the written surface measures 13x18.5 cm., 21 lines per page; catchwords on bottom of page; headings in red. The laid paper is light brown and not glazed. Damaged, poorly repaired. Leather binding with no flap. Ref.: GAL I 239, 22 (24) #1.",,,"Medicine, Arab ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",6790892,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/6790892,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1600-00-00T00:00:00Z,,,,,Archives or Manuscripts ,,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/196004,Manuscript Arabic S-2|QL41 .D3 1600,HAH17xx,"Damīrī, Muḥammad ibn Mūsá, 1341?-1405 |دميري، محمد بن موسى، 1341?-1405 ","Ḥayāt al-ḥayawān, [1600] / li-Abī al-Baqāʼ Kamāl al-Dīn Muḥammad ibn Mūsá al-Damīrī.",Ḥayāt al-ḥayawān al-kubrá|حياة الحيوان الكبرى|حياة الحيوان، [1600] / لأبي البقاء كمال الدين محمد بن موسى الدميري.,,,ca. 1600-1700,,,1 volume ([415] leaves) ; 32 cm,,Arabic ,,"18 x 31.5 cm ; written surface: 10.5 x 23 cm, 26 lines per page|Black leather binding.|Colophon: ""Wa-ṣallá Allāh ʻalá Sayyid al-Mrusalīn al-Nabī al-Muṣṭafá wa-raḍiya Allāh ʻan ālihi wa-ʻutratihi wa-ṣaḥbih ahl al-faḍl wa-al-wafā wa-ḥasbunā Allāh wa-kafá. Wa-kāna al-farāgh min musawwadatihi fī shahr Dhī al-Ḥijjah tashrīf sanat thalāth wa-sabʻīn wa-sabʻimiʼah wa-min hādhihi al-nuskhah al-mubārakah fī Shaʻbān sanat khams wa-thamānimiʼah. Jaʻala Allāh taʻālá dhālika khāliṣan li-wajhihi al-karīm mūjiban lil-fawz ladayh fī dār al-naʻīm wa-huwa ḥasbunā wa-niʻma al-wakīl. Qāla dhālika kātibuhu [i.e. kātibuhu] wa-muʼallifuhu faqīr raḥmat rabbihi Muḥammad ibn Mūsá ibn ʻĪsá ibn ʻAlī al-Damīrī waqāhu Allāh sharra nafsihi wa-jaʻala būmahu ḥasīran min massihi hawā al-fiṭnah bi-ḥurūfihi. Tammat kitāb Ḥayāt al-ḥayawān al-kubrá bi-ḥamd Allāh al-ʻaẓīmah [i.e. al-ʻaẓīm] rabb al-ākhirah wa-al-ūlá. Tammat.""|In Arabic.|In good, rather fine naskhī script; in black ink, on yellowish paper, with headings, keywords and markings in red; catchwords.|Incipit: ""al-Ḥamdu lillāh alladhī sharrafa nawʻ al-insān bi-al-aṣgharayn al-qalb wa-al-lisān wa-faḍḍalahu ʻalá sāyir al-ḥayawān bi-niʻmatay al-manṭiq wa-al-bayān wa-rajjaḥahu bi-al-ʻaql alladhī wazan bi-hi qaḍāyā al-qiyās fī aḥsan mīzān fa-aqām ʻalá waḥdānīyatihi al-burhān. Aḥmaduhu ḥamdan yamuddunā bi-mawādd al-iḥsān ...""|On leaf 1a a recent note in pencil: ""Nuskhah manqūlah ʻan nuskhah kutibat fī sanat 805, wa-al-khaṭṭ min al-ḥādiyah ʻashar.""|Some collations and corrections on the margins.|البداية: ""الحمد لله الذي شرف نوع الإنسان بالأصغرين القلب واللسان وفضله على ساير الحيوان بنعمتي المنطق والبيان ورجحه بالعقل الذي وزن به قضايا القياس في أحسن ميزان فأقام على وحدانيته البرهان. أحمده حمدًا يمدّنا بموادّ الإحسان ...""|النهاية: ""وصلى الله على سيد المرسلين النبي المصطفى ورضي الله عن آله وعترته وصحبه أهل الفضل والوفا وحسبنا الله وكفى. وكان الفراغ من مسودته في شهر ذي الحجة تشريف سنة ثلاث وسبعين وسبعماية ومن هذه النسخة المباركة في شعبان سنة خمس وثمانماية. جعل الله تعالى ذلك خالصًا لوجهه الكريم موجبًا للفوز لديه في دار النعيم وهو حسبنا ونعم الوكيل. قال ذلك كاتبه [أي كاتبه] ومؤلفه فقير رحمة ربه محمد بن موسى ابن عيسى ابن علي الدميري وقاه الله شر نفسه وجعل بومه حسيرًا من مسه هوا الفطنة بحروفه. تمت كتاب حياة الحيوان الكبرى بحمد الله العظيمة [أي العظيم] رب الآخرة والأولى. تمت.""|على الورقة 1أ: ""نسخة منقولة عن نسخة كتبت في سنة 805، والخط من الحادية عشر.""","A zoological encyclopedia listing the names of the different animals, birds and insects arranged alphabetically, with anecdotes, poems and folkloric tales, but the most important part of this work is the description of the medicinal properties of the animals and their different organs. It is the most comprehensive zoological work in Arabic and a store-house of folk-lore and popular medicine. The author is Muḥammad ibn Mūsá al-Damīrī (1341?-1405), a Shafiite Egyptian scholar, from Cairo. He worked as a tailor, but then devoted himself to learning and scholarship and became a prominent scholar at al-Azʹhar. He also lived for a while in Mecca and Medina. al-Damīrī finished writing his book in the month of Rajab, 773 H (January/February, 1372). The book is in two versions: long and short. The present manuscript is the long version and according to a recent note on leaf 1a it was copied from a manuscript copied in 805 H (1402/1403). Name of copyist and place and date of copying not mentioned, probably from the 17th century.","Damīrī, Muḥammad ibn Mūsá,--1341?-1405 |دميري، محمد بن موسى،--1341?-1405 ","Animals in literature--Early works to 1800 |Arabic manuscripts |Science, Medieval |Zoology--Pre-Linnean works ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",11419065,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/11419065,,,,"Muḥammad ibn Mūsá al-Damīrī, Ḥayāt al-ḥayawān al-kubrá. General Collection, Medical/Historical Library, Yale University.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic and Persian Medical Books and Manuscripts ,,1700-00-00T00:00:00Z,,,,,Archives or Manuscripts ,,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/290417,Manuscript Persian 21,KAT1505,"Nūrbakhshī, Bahāʾ al-Dawlah, d. ca. 1505 |نوربخشي، بهاء الدولة، d. ca. 1505 ",Khulāsat al-tajārib / Bahā al-Dawlah Qavīm al-Dīn al-Nūrbakhshī.,خلاصة التجاريب / بهاء الدولة قويم الدين النوربخشي.,S.l.,s.n.,1071 [1661],,,388 leaves ; 27 cm.,,Persian ,,"""Wa-tamma fī yawm al-Sabt thālith shahr Rajab al-murjib sanat 1071 [5 March 1661 C.E.]""--Colophon.|Composed in the year 907 H. (1501 or 2 M.). ""A general work on medicine, written in traditional form; at the end a special chapter is added on foreign medical technical expressions and on medical weights. It contains much that is noteworthy, such as the writings of the famous physician and scholar living in the 10th/16th century, ʻImād al-Dīn Maḥmūd ibn Masʻūd of Shīrāz"" (Cf. History of Iranian literature / Jan Rypka, p. 474)|In elegant, rather small naskh; red binding; the written surface measures 10x18 cm., 28 lines per page; read headings and catchwords; catchwords on bottom of page. Laid paper is brown. Ref. Storey II pt., p. 23, incipit agrees; Browne, p. 186; Fonahn, Zur Quellenkunde # 28; Catalogue of Perisian manuscripts, India Office, no. 2955.|The manuscript is from the library of Ibrāhīm Pāshā son of Muḥammad ʻAlī the Khedive of Egypt",,,"Medicine, Arab |Medicine, Persian ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",6790548,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/6790548,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1661-00-00T00:00:00Z,,,,,Archives or Manuscripts ,,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/291204,Classics. Avicenna 1593 v.2,KQv2.1593,"Avicenna, 980-1037 ",Kitāb al-Qānūn fī al-tibb ...,كتاب القانون في الطب ...,Romae,In Typographia Medicea,1593,,,1v. in 2. ; 35 cm.,,Arabic ,,"His canon of medicine, followed (with separate half-title and individual paging) by his Kitab al-naja (an abridgment of his philosophical work entitled Kitab al-shifa).|Includes the author's Kitāb al-Najāt, an abridgement of his larger work, Kitāb al-Shifā.|Title transliterated.  Text and title page, except for imprint, are in Arabic.",,,,,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",4770566,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/4770566,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1593-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/174062,Classics|MINI Classics,CSEP1532,"Champier, Symphorien, 1472?-ca. 1535 |Dubois, Jacques, 1478-1555 ","Castigationes seu emendationes pharmacopolarum, sive apothecariorum, ac Arabum medicorum Mesuȩ, Serapionis, Rasis, Alpharabii, & aliorum juniorum medicorum, ... in quatuor libros ac tomos divisae ...  Liber primus De simplicibus medicamentis, quo docentu",,Lugduni,excusa apud Joannem Crespin alias du Carre,1532,,,"cxii l.;  1 v, [1] l. ; 18 cm.",,Latin ,,"""Quaestio de vini exhibitione in febribus ab Jacobo Sylvio Ambianate aedita.  An in febribus vinum aegrotis tuto dari queat"": leaves lv-liiir, 2nd group of paging.|Allut xxxviii.|MED,HSL Classics: Leaves 55 and [56] of v. 2 are missing and supplied by photostat.|Part [2] has special title page: Officina apothecariorum, seu seplasiariorum, pharmacopolarum, ac juniorum medicorum ...",,,"Materia medica--Early works to 1800 |Medicine, Arab |Pharmacy--Early works to 1800 ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",1905418,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/1905418,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1532-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/189669,Incunabula ++H-3 (Goff),LMSR1492,"Antiochenus, Stephanus |Majūsī, ʻAlī ibn al-ʻAbbās, 10th/11th cent |Vitalis, Antonius, Pyrranensis ",Liber medicinae : sive Regalis dispositio.,,Venice,"Bernardinus Rizus, Novariensis, for Johannes de Nigro",25 September 1492,,,"[5], 186, [1] leaves ; 41 cm.",,Latin ,,"Translated by Stephanus Antiochenus, edited by Antonius Vitalis.",,,"Medicine, Arab |Medicine, Medieval ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",4074305,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/4074305,,,,Hain-Copinger 8350*|Klebs 498.1|Proctor 4964,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1492-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/174747,Classics Ibn Butlan+ Oversize,TMCH1531,"Ibn Jazlah, Yaḥyá ibn ʻĪsá, d. 1100 ","Tacuini aegritudinum et morborum ferme omnium corporis humani, cum curis eorundem. Buhahylyha Byngezla autore ...",,Argent[orati],Apud Joannem Schottum,1532,,,"lix, [1], 89, [1] p. ; 33 cm.",,Latin ,,"Bound with Ibn Butlan: Tacvini sanitatis: Argentorati, 1531.",,"Cushing, Harvey,--1869-1939--Ownership ","Medicine, Arab |Medicine--Early works to 1800 ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",1856553,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/1856553,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1531-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
